N,Z,A,Mass Excess (keV),Zshell_category,Nshell_category,ZEO,NEO,deltaN,deltaZ,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A
144,97,241,55981.0,18,20,1,0,18,15,38.726777622501196,1496.3641212478474,9.16597510373444
143,98,241,59327.0,18,20,0,1,17,16,38.726777622501196,1527.5383737738443,8.402489626556017
142,99,241,63893.0,18,20,1,0,16,17,38.726777622501196,1559.034010346501,7.672199170124482
141,100,241,69220.0,18,20,0,1,15,18,38.726777622501196,1590.8510309658172,6.975103734439834
150,92,242,58620.0,17,20,0,0,24,10,38.833831688586685,1343.4580119704456,13.900826446280991
149,93,242,57416.876,18,20,1,1,23,11,38.833831688586685,1372.9845616840817,12.958677685950413
148,94,242,54716.876,18,20,0,0,22,12,38.833831688586685,1402.8320521554747,12.049586776859504
147,95,242,55468.014,18,20,1,1,21,13,38.833831688586685,1433.0004833846247,11.173553719008265
146,96,242,54803.699,18,20,0,0,20,14,38.833831688586685,1463.4898553715316,10.330578512396695
145,97,242,57752.0,18,20,1,1,19,15,38.833831688586685,1494.3001681161954,9.520661157024794
144,98,242,59386.982,18,20,0,0,18,16,38.833831688586685,1525.4314216186162,8.743801652892563
143,99,242,64801.0,18,20,1,1,17,17,38.833831688586685,1556.8836158787938,8.0
142,100,242,68400.0,18,20,0,0,16,18,38.833831688586685,1588.6567508967285,7.289256198347108
151,92,243,62480.0,17,20,0,1,25,10,38.94073839830002,1341.6126002904027,14.325102880658436
150,93,243,59806.0,18,20,1,0,24,11,38.94073839830002,1371.0985915055765,13.37037037037037
149,94,243,57754.561,18,20,0,1,23,12,38.94073839830002,1400.9050826252628,12.448559670781894
148,95,243,57175.005,18,20,1,0,22,13,38.94073839830002,1431.032073649462,11.559670781893004
147,96,243,57181.936,18,20,0,1,21,14,38.94073839830002,1461.479564578174,10.703703703703704
146,97,243,58689.629,18,20,1,0,20,15,38.94073839830002,1492.2475554113987,9.880658436213992
145,98,243,60990.0,18,20,0,1,19,16,38.94073839830002,1523.3360461491363,9.090534979423868
144,99,243,64747.0,18,20,1,0,18,17,38.94073839830002,1554.7450367913864,8.333333333333334
143,100,243,69316.0,18,20,0,1,17,18,38.94073839830002,1586.4745273381495,7.609053497942387
151,93,244,63240.0,18,20,1,1,25,11,39.04749855963123,1369.2229412959218,13.78688524590164
150,94,244,59806.021,18,20,0,0,24,12,39.04749855963123,1398.9886574110506,12.852459016393443
149,95,244,59879.135,18,20,1,1,23,13,39.04749855963123,1429.0744349897827,11.950819672131148
148,96,244,58451.835,18,20,0,0,22,14,39.04749855963123,1459.4802740321186,11.081967213114755
147,97,244,60713.825,18,20,1,1,21,15,39.04749855963123,1490.206174538058,10.245901639344263
146,98,244,61478.096,18,20,0,0,20,16,39.04749855963123,1521.2521365076007,9.442622950819672
145,99,244,66026.0,18,20,1,1,19,17,39.04749855963123,1552.618159940747,8.672131147540984
144,100,244,68964.0,18,20,0,0,18,18,39.04749855963123,1584.3042448374972,7.934426229508197
152,93,245,65850.0,18,20,1,0,26,11,39.15411297284888,1367.3575126354901,14.208163265306123
151,94,245,63178.173,18,20,0,1,25,12,39.15411297284888,1397.082675953653,13.261224489795918
150,95,245,61900.417,18,20,1,0,24,13,39.15411297284888,1427.1274646838392,12.346938775510203
149,96,245,61004.524,18,20,0,1,23,14,39.15411297284888,1457.4918788260484,11.465306122448979
148,97,245,61813.776,18,20,1,0,22,15,39.15411297284888,1488.175918380281,10.616326530612245
147,98,245,63385.151,18,20,0,1,21,16,39.15411297284888,1519.179583346537,9.8
146,99,245,66315.0,18,20,1,0,20,17,39.15411297284888,1550.502873724816,9.016326530612245
145,100,245,70192.0,18,20,0,1,19,18,39.15411297284888,1582.1457895151184,8.26530612244898
144,101,245,75325.0,19,20,1,0,18,19,39.15411297284888,1614.108330717444,7.546938775510204
152,94,246,65394.772,18,20,0,0,26,12,39.260582430605055,1395.1870390583313,13.674796747967479
151,95,246,64994.0,18,20,1,1,25,13,39.260582430605055,1425.1910614036717,12.747967479674797
150,96,246,62616.912,18,20,0,0,24,14,39.260582430605055,1455.5142754760902,11.853658536585366
149,97,246,63966.912,18,20,1,1,23,15,39.260582430605055,1486.1566812755868,10.991869918699187
148,98,246,64090.228,18,20,0,0,22,16,39.260582430605055,1517.1182788021615,10.16260162601626
147,99,246,67818.802,18,20,1,1,21,17,39.260582430605055,1548.3990680558145,9.365853658536585
146,100,246,70191.187,18,20,0,0,20,18,39.260582430605055,1579.9990490365453,8.601626016260163
145,101,246,76115.0,19,20,1,1,19,19,39.260582430605055,1611.9182217443542,7.869918699186992
153,94,247,69210.0,18,20,0,1,27,12,39.36690771803848,1393.30164887082,14.093117408906883
152,95,247,67153.0,18,20,1,0,26,13,39.36690771803848,1423.2651251906225,13.153846153846153
151,96,247,65533.105,18,20,0,1,25,14,39.36690771803848,1453.547361896806,12.246963562753036
150,97,247,65489.521,18,20,1,0,24,15,39.36690771803848,1484.1483589893703,11.37246963562753
149,98,247,66109.392,18,20,0,1,23,16,39.36690771803848,1515.0681164683156,10.530364372469636
148,99,247,68578.393,18,20,1,0,22,17,39.36690771803848,1546.3066343336416,9.720647773279353
147,100,247,71672.0,18,20,0,1,21,18,39.36690771803848,1577.8639125853485,8.94331983805668
146,101,247,75936.0,19,20,1,0,20,19,39.36690771803848,1609.7399512234365,8.19838056680162
153,95,248,70563.0,18,20,1,1,27,13,39.47308961287589,1421.3495574313781,13.564516129032258
152,96,248,67392.748,18,20,0,0,26,14,39.47308961287589,1451.5910373767267,12.64516129032258
151,97,248,68131.053,18,20,1,1,25,15,39.47308961287589,1482.1508486899208,11.758064516129032
150,98,248,67237.951,18,20,0,0,24,16,39.47308961287589,1513.028991370961,10.903225806451612
149,99,248,70299.0,18,20,1,1,23,17,39.47308961287589,1544.2254654198466,10.080645161290322
148,100,248,71897.793,18,20,0,0,22,18,39.47308961287589,1575.7402708365782,9.290322580645162
147,101,248,76948.0,19,20,1,1,21,19,39.47308961287589,1607.5734076211556,8.53225806451613
146,102,248,80689.0,19,20,0,0,20,20,39.47308961287589,1639.7248757735786,7.806451612903226
154,95,249,73104.0,18,20,1,0,28,13,39.57912888553151,1419.4442608345244,13.97991967871486
153,96,249,70750.696,18,20,0,1,27,14,39.57912888553151,1449.645202554408,13.048192771084338
152,97,249,69846.333,18,20,1,0,26,15,39.57912888553151,1480.1640489239742,12.14859437751004
151,98,249,69722.733,18,20,0,1,25,16,39.57912888553151,1511.0007999432237,11.281124497991968
150,99,249,71175.0,18,20,1,0,24,17,39.57912888553151,1542.1554556121562,10.44578313253012
149,100,249,73519.143,18,20,0,1,23,18,39.57912888553151,1573.6280159307717,9.642570281124499
148,101,249,77180.952,19,20,1,0,22,19,39.57912888553151,1605.4184808990701,8.8714859437751
147,102,249,81787.0,19,20,0,1,21,20,39.57912888553151,1637.5268505170513,8.132530120481928
154,96,250,72989.588,18,20,0,0,28,14,39.68502629920498,1447.709759394998,13.456
153,97,250,72952.006,18,20,1,1,27,15,39.68502629920498,1478.1878595927874,12.544
152,98,250,71170.336,18,20,0,0,26,16,39.68502629920498,1508.9834400009706,11.664
151,99,250,73225.0,18,20,1,1,25,17,39.68502629920498,1540.0965006195472,10.816
150,100,250,74072.193,18,20,0,0,24,18,39.68502629920498,1571.5270414485176,10.0
149,101,250,78399.14,19,20,1,1,23,19,39.68502629920498,1603.2750624878815,9.216
148,102,250,81566.0,19,20,0,0,22,20,39.68502629920498,1635.3405637376393,8.464
155,96,251,76647.981,18,20,0,1,29,14,39.7907826099774,1445.7846111673066,13.868525896414342
154,97,251,75227.981,18,20,1,0,28,15,39.7907826099774,1476.2221819287238,12.944223107569721
153,98,251,74134.981,18,20,0,1,27,16,39.7907826099774,1506.9768107189054,12.05179282868526
152,99,251,74511.547,18,20,1,0,26,17,39.7907826099774,1538.048497537852,11.191235059760956
151,100,251,75958.808,18,20,0,1,25,18,39.7907826099774,1569.4372423855632,10.362549800796813
150,101,251,78966.749,19,20,1,0,24,19,39.7907826099774,1601.1430452620393,9.565737051792828
149,102,251,82849.0,19,20,0,1,23,20,39.7907826099774,1633.16590616728,8.800796812749004
148,103,251,87830.0,19,20,1,0,22,21,39.7907826099774,1665.5058251012856,8.06772908366534
156,96,252,79056.0,18,20,0,0,30,14,39.896398566905845,1443.8696624213549,14.285714285714286
155,97,252,78535.0,18,20,1,1,29,15,39.896398566905845,1474.2669184723309,13.34920634920635
154,98,252,76034.61,18,20,0,0,28,16,39.896398566905845,1504.9808126071712,12.444444444444445
153,99,252,77294.61,18,20,1,1,27,17,39.896398566905845,1536.0113448258755,11.571428571428571
152,100,252,76816.611,18,20,0,0,26,18,39.896398566905845,1567.3585151284447,10.73015873015873
151,101,252,80467.118,19,20,1,1,25,19,39.896398566905845,1599.0223235148778,9.920634920634921
150,102,252,82871.37,19,20,0,0,24,20,39.896398566905845,1631.0027699851753,9.142857142857142
149,103,252,88537.0,19,20,1,1,23,21,39.896398566905845,1663.2998545393373,8.396825396825397
156,97,253,80929.0,18,20,1,0,30,15,40.001874912116236,1472.321973049907,13.75889328063241
155,98,253,79301.562,18,20,0,1,29,16,40.001874912116236,1502.9953474884467,12.84189723320158
154,99,253,79010.486,18,20,1,0,28,17,40.001874912116236,1533.9849422820228,11.956521739130435
153,100,253,79345.549,18,20,0,1,27,18,40.001874912116236,1565.2907574306355,11.102766798418973
152,101,253,81173.0,19,20,1,0,26,19,40.001874912116236,1596.9127929342847,10.280632411067193
151,102,253,84358.696,19,20,0,1,25,20,40.001874912116236,1628.8510487929705,9.4901185770751
150,103,253,88523.471,19,20,1,0,24,21,40.001874912116236,1661.1055250066927,8.731225296442688
149,104,253,93642.0,19,20,0,1,23,22,40.001874912116236,1693.6762215754513,8.003952569169961
157,97,254,84393.0,18,20,1,1,31,15,40.10721238089454,1470.3872507515355,14.173228346456693
156,98,254,81341.395,18,20,0,0,30,16,40.10721238089454,1501.020318475526,13.244094488188976
155,99,254,81994.151,18,20,1,1,29,17,40.10721238089454,1531.969191021413,12.346456692913385
154,100,254,80902.521,18,20,0,0,28,18,40.10721238089454,1563.233868389197,11.48031496062992
153,101,254,83453.0,19,20,1,1,27,19,40.10721238089454,1594.8143505788778,10.645669291338583
152,102,254,84723.312,19,20,0,0,26,20,40.10721238089454,1626.7106375904552,9.84251968503937
151,103,254,89645.887,19,20,1,1,25,21,40.10721238089454,1658.9227294239297,9.070866141732283
150,104,254,93201.0,19,20,0,0,24,22,40.10721238089454,1691.4506260793007,8.330708661417322
157,98,255,84809.0,18,20,0,1,31,16,40.212411701776524,1499.0556299493637,13.650980392156862
156,99,255,84089.237,18,20,1,0,30,17,40.212411701776524,1529.9639934534744,12.741176470588234
155,100,255,83800.465,18,20,0,1,29,18,40.212411701776524,1561.1877484219126,11.862745098039216
154,101,255,84842.069,19,20,1,0,28,19,40.212411701776524,1592.7268948546784,11.015686274509804
153,102,255,86811.934,19,20,0,1,27,20,40.212411701776524,1624.5814327517721,10.2
152,103,255,89947.305,19,20,1,0,26,21,40.212411701776524,1656.7513621131934,9.415686274509804
151,104,255,94329.0,19,20,0,1,25,22,40.212411701776524,1689.2366829389423,8.662745098039215
150,105,255,99595.0,20,20,1,0,24,21,40.212411701776524,1722.0373952290188,7.9411764705882355
158,98,256,87041.0,18,20,0,0,32,16,40.317473596635935,1497.1011875375832,14.0625
157,99,256,87185.0,18,20,1,1,31,17,40.317473596635935,1527.9692532600075,13.140625
156,100,256,85484.796,18,20,0,0,30,18,40.317473596635935,1559.1522992449056,12.25
155,101,256,87456.0,19,20,1,1,29,19,40.317473596635935,1590.6503254922775,11.390625
154,102,256,87823.046,19,20,0,0,28,20,40.317473596635935,1622.463332002123,10.5625
153,103,256,91746.603,19,20,1,1,27,21,40.317473596635935,1654.5913187744422,9.765625
152,104,256,94221.992,19,20,0,0,26,22,40.317473596635935,1687.0342858092354,9.0
151,105,256,100298.0,20,20,1,1,25,21,40.317473596635935,1719.792233106502,8.265625
158,99,257,89403.0,18,20,1,0,32,17,40.42239878077115,1525.9848753737035,13.544747081712062
157,100,257,88590.137,18,20,0,1,31,18,40.42239878077115,1557.1274238507178,12.642023346303501
156,101,257,88992.472,19,20,1,0,30,19,40.42239878077115,1588.5845435244696,11.770428015564203
155,102,257,90247.064,19,20,0,1,29,20,40.42239878077115,1620.356234394959,10.929961089494164
154,103,257,92665.0,19,20,1,0,28,21,40.42239878077115,1652.442496462186,10.120622568093385
153,104,257,95866.389,19,20,0,1,27,22,40.42239878077115,1684.8433297261504,9.342412451361868
152,105,257,100154.285,20,20,1,0,26,21,40.42239878077115,1717.5587341868525,8.59533073929961
159,99,258,92702.0,18,20,1,1,33,17,40.527187962990446,1524.0107659571063,13.953488372093023
158,100,258,90426.0,18,20,0,0,32,18,40.527187962990446,1555.1130264868432,13.03875968992248
157,101,258,91690.35,19,20,1,1,31,19,40.527187962990446,1586.529451264355,12.155038759689923
156,102,258,91477.0,19,20,0,0,30,20,40.527187962990446,1618.2600402896421,11.30232558139535
155,103,258,94782.0,19,20,1,1,29,21,40.527187962990446,1650.3047935627044,10.48062015503876
154,104,258,96344.338,19,20,0,0,28,22,40.527187962990446,1682.6637110835418,9.689922480620154
153,105,258,101507.703,20,20,1,1,27,21,40.527187962990446,1715.3367928521543,8.930232558139535
152,106,258,105296.0,20,20,0,0,26,20,40.527187962990446,1748.3240388685417,8.2015503875969
159,100,259,93704.0,18,20,0,1,33,18,40.63184184569578,1553.1090126347042,13.44015444015444
158,101,259,93564.0,19,20,1,0,32,19,40.63184184569578,1584.48495228389,12.544401544401545
157,102,259,94079.381,19,20,0,1,31,20,40.63184184569578,1616.1746513295677,11.67953667953668
156,103,259,95851.0,19,20,1,0,30,21,40.63184184569578,1648.1781097717376,10.845559845559846
155,104,259,98367.0,19,20,0,1,29,22,40.63184184569578,1680.495327610399,10.042471042471043
154,105,259,101991.021,20,20,1,0,28,21,40.63184184569578,1713.1263048455523,9.27027027027027
153,106,259,106519.0,20,20,0,1,27,20,40.63184184569578,1746.0710414771977,8.528957528957529
160,100,260,95766.0,18,20,0,0,34,18,40.73636112496519,1551.1152889890598,13.846153846153847
159,101,260,96550.0,19,20,1,1,33,19,40.73636112496519,1582.450951392879,12.938461538461539
158,102,260,95610.0,19,20,0,0,32,20,40.73636112496519,1614.0999704207368,12.061538461538461
157,103,260,98277.0,19,20,1,1,31,21,40.73636112496519,1646.0623460726324,11.215384615384615
156,104,260,99148.0,19,20,0,0,30,22,40.73636112496519,1678.3380783485663,10.4
155,105,260,103673.0,20,20,1,1,29,21,40.73636112496519,1710.9271672485386,9.615384615384615
154,106,260,106547.495,20,20,0,0,28,20,40.73636112496519,1743.829612772549,8.861538461538462
153,107,260,113123.0,20,20,1,1,27,19,40.73636112496519,1777.0454149205975,8.138461538461538
160,101,261,98578.0,19,20,1,0,34,19,40.84074649063382,1580.4273546183972,13.337164750957854
159,102,261,98455.0,19,20,0,1,33,20,40.84074649063382,1612.035901710765,12.448275862068966
158,103,261,99557.0,19,20,1,0,32,21,40.84074649063382,1643.9574047149388,11.590038314176246
157,104,261,101318.233,19,20,0,1,31,22,40.84074649063382,1676.1918636309179,10.762452107279694
156,105,261,104308.0,20,20,1,0,30,21,40.84074649063382,1708.7392784587028,9.96551724137931
155,106,261,108005.004,20,20,0,1,29,20,40.84074649063382,1741.5996491982933,9.199233716475096
154,107,261,113079.41,20,20,1,0,28,19,40.84074649063382,1774.7729758496891,8.46360153256705
161,101,262,101667.0,19,20,1,1,35,19,40.94499862637359,1578.4140691846314,13.740458015267176
160,102,262,100101.0,19,20,0,0,34,20,40.94499862637359,1609.982350568324,12.83969465648855
159,103,262,102105.0,19,20,1,1,33,21,40.94499862637359,1641.8631891934394,11.969465648854962
158,104,262,102392.0,19,20,0,0,32,22,40.94499862637359,1674.0565850599774,11.129770992366412
157,105,262,106253.0,20,20,1,1,31,21,40.94499862637359,1706.562538167938,10.320610687022901
156,106,262,108369.072,20,20,0,0,30,20,40.94499862637359,1739.3810485173215,9.541984732824428
155,107,262,114252.119,20,20,1,1,29,19,40.94499862637359,1772.5121161081277,8.793893129770993
161,102,263,103129.0,19,20,0,1,35,20,41.049118209771585,1607.9392235629925,13.23574144486692
160,103,263,103669.0,19,20,1,0,34,21,41.049118209771585,1639.7796042276061,12.35361216730038
159,104,263,104757.0,19,20,0,1,33,22,41.049118209771585,1671.932145486971,11.50190114068441
158,105,263,107110.0,20,20,1,0,32,21,41.049118209771585,1704.3968473410869,10.680608365019012
157,106,263,110195.0,20,20,0,1,31,20,41.049118209771585,1737.173709789954,9.889733840304183
156,107,263,114496.0,20,20,1,0,30,19,41.049118209771585,1770.262732833572,9.129277566539924
155,108,263,119678.0,20,20,0,1,29,18,41.049118209771585,1803.6639164719413,8.399239543726235
162,102,264,105011.0,19,20,0,0,36,20,41.15310591240709,1605.9064284455228,13.636363636363637
161,103,264,106375.0,19,20,1,1,35,21,41.15310591240709,1637.7065557414737,12.742424242424242
160,104,264,106075.0,19,20,0,0,34,22,41.15310591240709,1669.8184489913065,11.878787878787879
159,105,264,109262.0,20,20,1,1,33,21,41.15310591240709,1702.2421081950213,11.045454545454545
158,106,264,110783.0,20,20,0,0,32,20,41.15310591240709,1734.977533352618,10.242424242424242
157,107,264,115958.0,20,20,1,1,31,19,41.15310591240709,1768.0247244640962,9.469696969696969
156,108,264,119563.165,20,20,0,0,30,18,41.15310591240709,1801.3836815294565,8.727272727272727
162,103,265,108233.0,19,20,1,0,36,21,41.256962399927446,1635.6439508439164,13.135849056603774
161,104,265,108690.0,19,20,0,1,35,22,41.256962399927446,1667.715400860464,12.260377358490565
160,105,265,110382.0,20,20,1,0,34,21,41.256962399927446,1700.0982241781428,11.415094339622641
159,106,265,112794.0,20,20,0,1,33,20,41.256962399927446,1732.7924207969531,10.6
158,107,265,116395.0,20,20,1,0,32,19,41.256962399927446,1765.7979907168951,9.815094339622641
157,108,265,120900.245,20,20,0,1,31,18,41.256962399927446,1799.1149339379688,9.060377358490566
156,109,265,126624.0,20,20,1,0,30,17,41.256962399927446,1832.7432504601736,8.335849056603774
163,103,266,111662.0,19,20,1,1,37,21,41.360688332122564,1633.5916978093226,13.533834586466165
162,104,266,110136.0,19,20,0,0,36,22,41.360688332122564,1665.6229075702895,12.646616541353383
161,105,266,112740.0,20,20,1,1,35,21,41.360688332122564,1697.9650999502953,11.789473684210526
160,106,266,113617.0,20,20,0,0,34,20,41.360688332122564,1730.6182749493394,10.962406015037594
159,107,266,118104.0,20,20,1,1,33,19,41.360688332122564,1763.582432567422,10.165413533834586
158,108,266,121139.675,20,20,0,0,32,18,41.360688332122564,1796.8575728045432,9.398496240601503
157,109,266,127672.681,20,20,1,1,31,17,41.360688332122564,1830.4436956607028,8.661654135338345
163,104,267,113444.0,19,20,0,1,37,22,41.46428436299833,1663.5408767656863,13.037453183520599
162,105,267,114014.0,20,20,1,0,36,21,41.46428436299833,1695.8426413630782,12.168539325842696
161,106,267,115806.0,20,20,0,1,35,20,41.46428436299833,1728.4549998508298,11.329588014981274
160,107,267,118765.0,20,20,1,0,34,19,41.46428436299833,1761.3779522289408,10.52059925093633
159,108,267,122658.0,20,20,0,1,33,18,41.46428436299833,1794.6114984974115,9.741573033707866
158,109,267,127791.0,20,20,1,0,32,17,41.46428436299833,1828.1556386562415,8.99250936329588
157,110,267,133880.0,20,20,0,1,31,16,41.46428436299833,1862.010372705431,8.273408239700375
164,104,268,115476.0,19,20,0,0,38,22,41.56775114084875,1661.4692172416865,13.432835820895523
